MEDDATA	pop_est	gdp_md_est	economy	income_grp	continent	subregion	Longitude	Latitude	Population	Area (sq. mi.)	Pop. Density (per sq. mi.)	Coastline (coast/area ratio)	Net migration	Infant mortality (per 1000 births)	GDP ($ per capita)	Literacy (%)	Phones (per 1000)	Birthrate	Deathrate	DevelopmentLevel	pop1960	pop2010	imr19551960	imr20052010	AvgYrsSchool70	AvgYrsSchool10	GDP1970	GDP2010	GDPPerCap1970	GDPPerCap2010	WHR score	HDI1980	HDI2013	country_longitude	country_latitude
Sierra Leone	6440053	4285.0	7. Least developed region	5. Low income	Africa	Western Africa	-11.7927124668	8.56329593038												Least	2160111	5751976	229.391931765207	127.176867880067	0.61	2.88	760182628.650265	1617708160.30401	272.534683770897	308.387765644783	4.507	0.276485842557171	0.374281840156015	-11.7927124668	8.56329593038
Singapore	4657542	237300.0	6. Developing region	2. High income: nonOECD	Asia	South-Eastern Asia	103.81725592	1.35876087075												LDC	1633720	5078969	43.1994617883678	2.1614107724004	3.74	8.82	9953780902.28153	170969690420.708	4798.14283696393	33261.9062102248	6.798		0.90130585488579	103.81725592	1.35876087075
Sir Lanka	21324791	91870.0	6. Developing region	4. Lower middle income	Asia	Southern Asia	80.7010823782	7.61266509224												LDC	9895154	20758779	73.7263744596568	10.5213083727959	6.24	10.8	5209893824.80769	33250235553.9238	412.870229691101	1577.04941948979	4.271	0.569071079289767	0.749734689409658	80.7010823782	7.61266509224
Siria	20178485	98830.0	6. Developing region	4. Lower middle income	Asia	Western Asia	38.5078820425	35.025473894												LDC	4592777	21532647	123.711994437437	14.9422733441634	1.51	4.88	4790883543.17398	40026002508.9972	765.554964646989	1803.12659541723	3.006	0.52812233932414	0.657637330474914	38.5078820425	35.025473894
Slovak Republic	5463046	119500.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.4790521811	48.7054752813												MDC	4137224	5433437	36.7364437613886	6.25184764922337	9.55	11.56	21717185417.2687	80917617454.4393	4800.57362734735	14792.1555858921	5.995		0.829877297245405	19.4790521811	48.7054752813
Slovakia	5463046	119500.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.4790521811	48.7054752813												MDC	4137224	5433437	36.7364437613886	6.25184764922337	9.55	11.56	21717185417.2687	80917617454.4393	4800.57362734735	14792.1555858921	5.995		0.829877297245405	19.4790521811	48.7054752813
Slovenia	2005692	59340.0	2. Developed region: nonG7	1. High income: OECD	Europe	Southern Europe	14.8044423776	46.1155477207												MDC	1579997	2054232	18.6981601259643	2.89022525162419	7.61	11.7	11679775139.7704	39000490748.6625	6969.92499414909	19469.7168582975	5.848		0.874292762936625	14.8044423776	46.1155477207
South Africa	49052489	491000.0	5. Emerging region: G20	3. Upper middle income	Africa	Southern Africa	25.0839009251	-29.0003409534												LDC	17396367	51452352	98.5439193108624	51.9108329611629	4.42	8.19	105616820659.963	288441170728.301	4644.55530254318	5873.47619105151	4.642	0.568714828621829	0.657753750742475	25.0839009251	-29.0003409534
South Korea	48508972	1335000.0	4. Emerging region: MIKT	1. High income: OECD	Asia	Eastern Asia	127.839160864	36.3852398347	48846823.0	98480.0	496.0	2.45	0.0	7.05	17800.0	97.9	486.1	10.0	5.85	LDC	25074028	48453931	114.469015871445	4.6032295771794	5.38	11.69	80930885498.0554	1017568868082.12	2510.18533848378	20922.1039020284	5.984	0.628369319396642	0.890669323936387	127.839160864	36.3852398347
Soviet Union (Georgia)	4615807	21510.0	6. Developing region	4. Lower middle income	Asia	Western Asia	43.50780252	42.1685575537												LDC	4159769	4388674	73.0292532179667	22.0041953015572			6954331599.91415	8247442217.36436	1481.38138935918	1792.60072212361	4.297		0.743770121026052	43.50780252	42.1685575537
Spain	40525002	1403000.0	2. Developed region: nonG7	1. High income: OECD	Europe	Southern Europe	-3.64755047323	40.2444869811												MDC	30419288	46182038	51.0273637273965	3.63612316938133	3.39	10.35	382913485996.649	1180244590502.12	11303.2256391418	25378.3496645823	6.329	0.701506862883959	0.868910783796001	-3.64755047323	40.2444869811
Sri Lanka	21324791	91870.0	6. Developing region	4. Lower middle income	Asia	Southern Asia	80.7010823782	7.61266509224												LDC	9895154	20758779	73.7263744596568	10.5213083727959	6.24	10.8	5209893824.80769	33250235553.9238	412.870229691101	1577.04941948979	4.271	0.569071079289767	0.749734689409658	80.7010823782	7.61266509224
St. Lucia	160267	1778.0	6. Developing region	3. Upper middle income	North America	Caribbean	-60.9696992253	13.8947948145												LDC	89901	177397	130.141992769221	11.8530776196493			218297632.582692	872667088.446647	2125.50273195486	5422.91972785975			0.714106139223222	-60.9696992253	13.8947948145
St. Vincent	160267	1778.0	6. Developing region	3. Upper middle income	North America	Caribbean	-60.9696992253	13.8947948145												LDC	89901	177397	130.141992769221	11.8530776196493			218297632.582692	872667088.446647	2125.50273195486	5422.91972785975			0.714106139223222	-60.9696992253	13.8947948145
St.. Vincent	160267	1778.0	6. Developing region	3. Upper middle income	North America	Caribbean	-60.9696992253	13.8947948145												LDC	89901	177397	130.141992769221	11.8530776196493			218297632.582692	872667088.446647	2125.50273195486	5422.91972785975			0.714106139223222	-60.9696992253	13.8947948145
Sweden	9059651	344300.0	2. Developed region: nonG7	1. High income: OECD	Europe	Northern Europe	16.7455804869	62.7796651931												MDC	7479602	9382297	16.9662845202238	2.4902953509951	7.59	11.61	174451073760.036	396500502998.838	21690.3328056197	43696.0656507855	7.364	0.776305433873112	0.897818201915833	16.7455804869	62.7796651931
Switzerland	7604467	316700.0	2. Developed region: nonG7	1. High income: OECD	Europe	Western Europe	8.20867470615	46.7978587836												MDC	5296120	7830534	23.5368687342987	4.21235046432344	8.39	10.27	222969847431.021	410073865618.017	35578.4023346133	52777.5373981213	7.587	0.805717077336869	0.917394316933513	8.20867470615	46.7978587836
Syria	20178485	98830.0	6. Developing region	4. Lower middle income	Asia	Western Asia	38.5078820425	35.025473894												LDC	4592777	21532647	123.711994437437	14.9422733441634	1.51	4.88	4790883543.17398	40026002508.9972	765.554964646989	1803.12659541723	3.006	0.52812233932414	0.657637330474914	38.5078820425	35.025473894
Taiwan	22974347	712000.0	2. Developed region: nonG7	2. High income: nonOECD	Asia	Eastern Asia	120.954272814	23.753992795												LDC	10493000	23146000	57.3712840799339	5.15983590813163			31050390847.806	437257724031.162	2126.98443079366	18907.1503019972	6.298			120.954272814	23.753992795
Taiwan, ROC	22974347	712000.0	2. Developed region: nonG7	2. High income: nonOECD	Asia	Eastern Asia	120.954272814	23.753992795												LDC	10493000	23146000	57.3712840799339	5.15983590813163			31050390847.806	437257724031.162	2126.98443079366	18907.1503019972	6.298			120.954272814	23.753992795
Tajikistan	7349145	13160.0	6. Developing region	5. Low income	Asia	Central Asia	71.0136263091	38.5304538963												LDC	2064035	7627326	151.289773631419	56.0059077203323	5.39	9.85	2850373290.61957	3187335641.3778	970.004345941817	425.68819017668	4.786		0.607179310799332	71.0136263091	38.5304538963
Tanzania	41048532	54250.0	7. Least developed region	5. Low income	Africa	Eastern Africa	34.8130998093	-6.27565408332	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	34.8130998093	-6.27565408332
Thailand	65905410	547400.0	5. Emerging region: G20	3. Upper middle income	Asia	South-Eastern Asia	101.002881304	15.1181579418												LDC	27362310	66402316	103.780644492106	11.8008241063089	3.04	6.55	21519158424.9054	210076534851.452	580.173984722694	3166.8433099053	6.455	0.503415337228357	0.7219256865916	101.002881304	15.1181579418
The Slovak Republic	5463046	119500.0	2. Developed region: nonG7	1. High income: OECD	Europe	Eastern Europe	19.4790521811	48.7054752813												MDC	4137224	5433437	36.7364437613886	6.25184764922337	9.55	11.56	21717185417.2687	80917617454.4393	4800.57362734735	14792.1555858921	5.995		0.829877297245405	19.4790521811	48.7054752813
Tobago	1310000	29010.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-61.2656792335	10.457334081	1065842.0	5128.0	207.9	7.06	-10.83	24.31	9500.0	98.6	303.5	12.9	10.57	LDC	848481	1328095	66.5488300574915	26.5748137734101	5.69	9.25	5978151019.42576	18754724254.4688	6259.8439993987	15263.9876539087	6.168	0.658037467576739	0.76582320510652	-61.2656792335	10.457334081
Trinidad	1310000	29010.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-61.2656792335	10.457334081	1065842.0	5128.0	207.9	7.06	-10.83	24.31	9500.0	98.6	303.5	12.9	10.57	LDC	848481	1328095	66.5488300574915	26.5748137734101	5.69	9.25	5978151019.42576	18754724254.4688	6259.8439993987	15263.9876539087	6.168	0.658037467576739	0.76582320510652	-61.2656792335	10.457334081
Trinidad & Tobago	1310000	29010.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-61.2656792335	10.457334081	1065842.0	5128.0	207.9	7.06	-10.83	24.31	9500.0	98.6	303.5	12.9	10.57	LDC	848481	1328095	66.5488300574915	26.5748137734101	5.69	9.25	5978151019.42576	18754724254.4688	6259.8439993987	15263.9876539087	6.168	0.658037467576739	0.76582320510652	-61.2656792335	10.457334081
Trinidad and Tobago	1310000	29010.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-61.2656792335	10.457334081	1065842.0	5128.0	207.9	7.06	-10.83	24.31	9500.0	98.6	303.5	12.9	10.57	LDC	848481	1328095	66.5488300574915	26.5748137734101	5.69	9.25	5978151019.42576	18754724254.4688	6259.8439993987	15263.9876539087	6.168	0.658037467576739	0.76582320510652	-61.2656792335	10.457334081
Trinidad&Tobag	1310000	29010.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-61.2656792335	10.457334081	1065842.0	5128.0	207.9	7.06	-10.83	24.31	9500.0	98.6	303.5	12.9	10.57	LDC	848481	1328095	66.5488300574915	26.5748137734101	5.69	9.25	5978151019.42576	18754724254.4688	6259.8439993987	15263.9876539087	6.168	0.658037467576739	0.76582320510652	-61.2656792335	10.457334081
Tunis	10486339	81710.0	6. Developing region	3. Upper middle income	Africa	Northern Africa	9.55288358933	34.1195624649												LDC	3915220	10631830	218.028883113843	18.6993448375551	1.0	6.48	5081179421.20477	36409711249.337	996.577984858428	3459.34151224086	4.739	0.48370331400239	0.721174357452311	9.55288358933	34.1195624649
Tunisia	10486339	81710.0	6. Developing region	3. Upper middle income	Africa	Northern Africa	9.55288358933	34.1195624649												LDC	3915220	10631830	218.028883113843	18.6993448375551	1.0	6.48	5081179421.20477	36409711249.337	996.577984858428	3459.34151224086	4.739	0.48370331400239	0.721174357452311	9.55288358933	34.1195624649
Turkey	76805524	902700.0	4. Emerging region: MIKT	3. Upper middle income	Asia	Western Asia	35.1689534649	39.0616029013												LDC	27553280	72137546	201.76978330361	16.3888432176832	2.03	6.47	109086241383.792	565098939372.446	3050.64813569561	7263.0976977344	5.332	0.495850707325476	0.758635955743596	35.1689534649	39.0616029013
UK	62262000	1977704.0	1. Developed region: G7	1. High income: OECD	Europe	Northern Europe	-2.86563164084	54.1238715577												MDC	52544326	62066350	24.2558336015291	4.89816138935628	6.98	9.13	991474001727.404	2316523397772.18	17822.0089467825	37154.4683025092	6.867	0.734593311668692	0.891725911002765	-2.86563164084	54.1238715577
Ukraine	45700395	339800.0	6. Developing region	4. Lower middle income	Europe	Eastern Europe	31.3832646865	48.9965667265												MDC	42662162	46050220	46.4725436563271	12.632300360191	5.97	11.28	79991025882.473	90399664361.0791	1693.44438555597	1990.49825000819	4.681		0.734021021261872	31.3832646865	48.9965667265
United Kingdom	62262000	1977704.0	1. Developed region: G7	1. High income: OECD	Europe	Northern Europe	-2.86563164084	54.1238715577												MDC	52544326	62066350	24.2558336015291	4.89816138935628	6.98	9.13	991474001727.404	2316523397772.18	17822.0089467825	37154.4683025092	6.867	0.734593311668692	0.891725911002765	-2.86563164084	54.1238715577
United States	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
Uraguay	3494382	43160.0	5. Emerging region: G20	3. Upper middle income	South America	South America	-56.0180705315	-32.7995153444												LDC	2538779	3371982	53.0370918343273	13.0757049555784	5.24	8.41	9173436657.21396	23492725322.0598	3248.77637746412	7116.68720200922	6.485	0.657716389882535	0.789709960559839	-56.0180705315	-32.7995153444
Uruguay	3494382	43160.0	5. Emerging region: G20	3. Upper middle income	South America	South America	-56.0180705315	-32.7995153444												LDC	2538779	3371982	53.0370918343273	13.0757049555784	5.24	8.41	9173436657.21396	23492725322.0598	3248.77637746412	7116.68720200922	6.485	0.657716389882535	0.789709960559839	-56.0180705315	-32.7995153444
US	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
USa	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
USA	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
USA (English, Native American)	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
USA (Italy)	313973000	15094000.0	1. Developed region: G7	1. High income: OECD	North America	Northern America	-112.4616737	45.6795472026	298444215.0	9631420.0	31.0	0.21	3.41	6.5	37800.0	97.0	898.0	14.14	8.26	MDC	186361893	312247116	27.3343959909028	6.86940160597982	10.62	13.27	4339765053000.0	13595422266000.0	21160.3989146176	43887.9134148546	7.119	0.825386232847847	0.913741642744492	-112.4616737	45.6795472026
USA (Puerto Rico)	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
USA/Puerto Rico	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
USSR	140041247	2266000.0	3. Emerging region: BRIC	3. Upper middle income	Europe	Eastern Europe	96.6865611231	61.9805220919												MDC	120057109	143617913	59.4321298567662	10.6818142361004	5.61	11.73	506343294956.573	905221108328.551	3887.60754313319	6351.23007469798	5.716		0.778302805225662	96.6865611231	61.9805220919
Uzbekistan	27606007	71670.0	6. Developing region	4. Lower middle income	Asia	Central Asia	63.1400152805	41.7555422527												LDC	8558503	27769270	114.946769446715	47.1039270060341			5802299848.2695	21449025398.3714	485.948452785537	769.727519808427	6.003		0.661000639914086	63.1400152805	41.7555422527
Venezuela	26814843	357400.0	5. Emerging region: G20	3. Upper middle income	South America	South America	-66.1818412311	7.12422421273												LDC	7580281	29043283	88.9991876011138	17.0066091488913	2.88	6.16	73714224493.5666	171886744429.474	6852.02714343792	6313.97365622745	6.81	0.639114393734046	0.763665244178319	-66.1818412311	7.12422421273
Verouca	1310000	29010.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-61.2656792335	10.457334081	1065842.0	5128.0	207.9	7.06	-10.83	24.31	9500.0	98.6	303.5	12.9	10.57	LDC	848481	1328095	66.5488300574915	26.5748137734101	5.69	9.25	5978151019.42576	18754724254.4688	6259.8439993987	15263.9876539087	6.168	0.658037467576739	0.76582320510652	-61.2656792335	10.457334081
Vietnam	86967524	241700.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	106.299146978	16.6460167019												LDC	32912298	89047397	81.4705227582728	15.8023940601552	3.02	5.49	9571573997.13981	74267817431.0226	224.807920588723	829.149050938876	5.36	0.462962326972416	0.638016545180422	106.299146978	16.6460167019
vietnam	86967524	241700.0	5. Emerging region: G20	4. Lower middle income	Asia	South-Eastern Asia	106.299146978	16.6460167019												LDC	32912298	89047397	81.4705227582728	15.8023940601552	3.02	5.49	9571573997.13981	74267817431.0226	224.807920588723	829.149050938876	5.36	0.462962326972416	0.638016545180422	106.299146978	16.6460167019
Virgin Islands	3971020	70230.0	6. Developing region	2. High income: nonOECD	North America	Caribbean	-66.4730760435	18.2281305461												LDC	2355570	3709671	51.4327472151089	7.01468488724755			22821696456.677	77833979099.3764	8384.92253770069	20911.9933270364				-66.4730760435	18.2281305461
West Indies	2825928	20910.0	6. Developing region	3. Upper middle income	North America	Caribbean	-77.3148259327	18.1569487765												LDC	1628997	2741485	78.3296108843144	24.4189931229895	4.4	9.53	7098237486.37392	11538567583.0043	3651.75684700737	4052.5561608623	5.709	0.614209098301159	0.715343927911997	-77.3148259327	18.1569487765
Yugoslavia	7379339	80340.0	6. Developing region	3. Upper middle income	Europe	Southern Europe	20.7895833363	44.2215031993	9396411.0	88361.0	106.3	0.0	-1.33	12.89	2200.0	93.0	285.8			MDC	7657958	9647109	103.362046022544	12.4463165336134	5.27	9.53	16680879623.6401	29528845247.344	2301.35537215218	4020.34858552452	5.123		0.744722189297809	20.7895833363	44.2215031993
yugoslavia	7379339	80340.0	6. Developing region	3. Upper middle income	Europe	Southern Europe	20.7895833363	44.2215031993	9396411.0	88361.0	106.3	0.0	-1.33	12.89	2200.0	93.0	285.8			MDC	7657958	9647109	103.362046022544	12.4463165336134	5.27	9.53	16680879623.6401	29528845247.344	2301.35537215218	4020.34858552452	5.123		0.744722189297809	20.7895833363	44.2215031993
